"event.id","visible","timestamp","location.long","location.lat","manually.marked.outlier","sensor.type","individual.taxon.canonical.name","tag.local.identifier","individual.local.identifier","study.name","utm.easting","utm.northing","utm.zone"
1730566,"true","2009-07-15 01:54:47.000",-99.75036,29.7529,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",427449.835603641,3291640.94995585,"14N"
1730567,"true","2009-07-15 02:01:58.000",-99.73985,29.75314,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",428466.21698289,3291660.98540747,"14N"
1730568,"true","2009-07-15 02:06:54.000",-99.7229,29.74273,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",430097.882652158,3290497.0876748,"14N"
1730569,"true","2009-07-15 02:14:02.000",-99.71811,29.72022,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",430545.568069735,3287999.90874625,"14N"
1730570,"true","2009-07-15 02:21:43.000",-99.69997,29.71916,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",432299.373259716,3287871.68790748,"14N"
1730571,"true","2009-07-15 02:27:28.000",-99.69721,29.70617,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",432557.643427228,3286430.68507131,"14N"
1730572,"true","2009-07-15 02:30:17.000",-99.69473,29.69804,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",432792.131611794,3285528.37777791,"14N"
1730573,"true","2009-07-15 02:38:01.000",-99.68934,29.68909,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",433307.659972356,3284533.53409117,"14N"
1730574,"true","2009-07-15 02:38:30.000",-99.68201,29.68688,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",434015.397115146,3284284.44712,"14N"
1730575,"true","2009-07-15 02:47:13.000",-99.67239,29.67683,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",434939.684432557,3283165.39141704,"14N"
1730576,"true","2009-07-15 02:48:29.000",-99.67441,29.66892,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",434739.117503533,3282290.04902494,"14N"
1730577,"true","2009-07-15 02:57:45.000",-99.6642,29.64543,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",435712.204553789,3279681.49877399,"14N"
1730578,"true","2009-07-15 03:01:41.000",-99.65822,29.64084,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",436288.130835631,3279169.59567153,"14N"
1730579,"true","2009-07-15 03:06:29.000",-99.66267,29.6344,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",435853.305352759,3278458.46178627,"14N"
1730580,"true","2009-07-15 03:11:29.000",-99.65543,29.62643,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",436549.160913457,3277571.35455011,"14N"
1730581,"true","2009-07-15 03:19:07.000",-99.64048,29.61303,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",437988.267660679,3276078.47216041,"14N"
1730582,"true","2009-07-15 03:24:53.000",-99.62445,29.61063,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",439538.903649534,3275804.07393554,"14N"
1730583,"true","2009-07-15 03:27:24.000",-99.61122,29.60564,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",440816.982407337,3275244.33264481,"14N"
1730584,"true","2009-07-15 03:30:04.000",-99.61011,29.6044,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",440923.74042336,3275106.36884767,"14N"
1730585,"true","2009-07-15 03:37:15.000",-99.61635,29.59425,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",440313.5403092,3273984.89612322,"14N"
1730586,"true","2009-07-15 03:42:55.000",-99.62591,29.58484,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",439382.120024606,3272947.1812512,"14N"
1730587,"true","2009-07-15 03:47:46.000",-99.61991,29.58332,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",439962.317697425,3272775.63925756,"14N"
1730588,"true","2009-07-15 04:07:54.000",-99.62655,29.53233,NA,"radio-transmitter","Tadarida brasiliensis",578,"Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",439288.747732097,3267129.19113252,"14N"
