"event.id","visible","timestamp","location.long","location.lat","manually.marked.outlier","sensor.type","individual.taxon.canonical.name","tag.local.identifier","individual.local.identifier","study.name","utm.easting","utm.northing","utm.zone"
1730602,"true","2009-07-13 01:08:19.000",-99.71883,29.3755,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",430239.592171032,3249803.63037274,"14N"
1730603,"true","2009-07-13 01:10:38.000",-99.71967,29.3735,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",430156.704902637,3249582.5279919,"14N"
1730604,"true","2009-07-13 01:15:19.000",-99.72831,29.36332,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",429311.145488009,3248459.75893164,"14N"
1730605,"true","2009-07-13 01:18:03.000",-99.73652,29.35791,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",428510.492052869,3247865.31426752,"14N"
1730606,"true","2009-07-13 01:21:09.000",-99.7421,29.35393,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",427966.059411326,3247427.74816155,"14N"
1730607,"true","2009-07-13 01:22:58.000",-99.73779,29.35368,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",428384.258473522,3247397.39888228,"14N"
1730608,"true","2009-07-13 01:24:44.000",-99.75732,29.34578,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",426482.793713339,3246534.18658589,"14N"
1730609,"true","2009-07-13 01:33:43.000",-99.77893,29.3254,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",424369.88448254,3244289.81886322,"14N"
1730610,"true","2009-07-13 01:35:50.000",-99.78566,29.32078,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423712.976684571,3243782.28263021,"14N"
1730611,"true","2009-07-13 01:39:10.000",-99.79145,29.31163,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423143.895657879,3242772.23187807,"14N"
1730612,"true","2009-07-13 01:45:21.000",-99.80472,29.30456,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421849.842661989,3241997.64810643,"14N"
1730613,"true","2009-07-13 01:48:15.000",-99.81933,29.29724,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",420425.269726543,3241196.4180777,"14N"
1730614,"true","2009-07-13 01:50:21.000",-99.82153,29.29028,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",420206.183595686,3240426.73159031,"14N"
1730615,"true","2009-07-13 01:53:04.000",-99.82584,29.2833,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",419782.091888263,3239656.27667819,"14N"
1730616,"true","2009-07-13 02:00:54.000",-99.83679,29.26378,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",418702.977972543,3237500.96760061,"14N"
1730617,"true","2009-07-13 02:04:02.000",-99.835,29.25527,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",418870.172138175,3236556.80296568,"14N"
1730618,"true","2009-07-13 02:06:10.000",-99.8276,29.25282,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",419587.277130649,3236280.24015927,"14N"
1730619,"true","2009-07-13 02:08:45.000",-99.82172,29.24888,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",420155.561145448,3235839.66320198,"14N"
1730620,"true","2009-07-13 02:10:56.000",-99.81417,29.245,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",420886.216622766,3235404.63609326,"14N"
1730621,"true","2009-07-13 02:13:49.000",-99.8125,29.23827,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421043.332132338,3234657.81787963,"14N"
1730622,"true","2009-07-13 02:15:54.000",-99.81217,29.23978,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421076.560326429,3234824.90566006,"14N"
1730623,"true","2009-07-13 02:20:33.000",-99.81167,29.23627,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421122.458830159,3234435.65701398,"14N"
1730624,"true","2009-07-13 02:21:14.000",-99.80882,29.23083,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421395.273843961,3233830.98585751,"14N"
1730625,"true","2009-07-13 02:23:20.000",-99.80943,29.22989,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421335.270690759,3233727.24171789,"14N"
1730626,"true","2009-07-13 02:26:14.000",-99.81105,29.22542,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421174.401363946,3233233.04835179,"14N"
1730627,"true","2009-07-13 02:27:27.000",-99.8114,29.22697,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421141.571408808,3233405.02511729,"14N"
1730628,"true","2009-07-13 02:29:25.000",-99.80841,29.22508,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421430.731275336,3233193.60540364,"14N"
1730629,"true","2009-07-13 02:31:51.000",-99.80539,29.22295,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421722.635134907,3232955.58109164,"14N"
1730630,"true","2009-07-13 02:34:50.000",-99.803,29.21955,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421952.354082396,3232577.26638277,"14N"
1730631,"true","2009-07-13 02:37:48.000",-99.79681,29.21722,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422552.259451814,3232315.00011108,"14N"
1730632,"true","2009-07-13 02:39:49.000",-99.80025,29.2085,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422211.302895637,3231351.09329438,"14N"
1730633,"true","2009-07-13 02:41:37.000",-99.79792,29.20918,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422438.311506671,3231424.89607328,"14N"
1730634,"true","2009-07-13 02:44:25.000",-99.79559,29.21019,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422665.564858376,3231535.26748822,"14N"
1730635,"true","2009-07-13 02:46:22.000",-99.79287,29.20991,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422929.758805761,3231502.45458851,"14N"
1730636,"true","2009-07-13 02:49:16.000",-99.79837,29.213,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422397.446297647,3231848.45173069,"14N"
1730637,"true","2009-07-13 02:53:24.000",-99.79808,29.19973,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422415.64146279,3230377.93723322,"14N"
1730638,"true","2009-07-13 02:55:01.000",-99.79976,29.20326,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422254.98052243,3230770.17394848,"14N"
1730639,"true","2009-07-13 02:58:06.000",-99.79074,29.20747,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423134.989667039,3231230.70502646,"14N"
1730640,"true","2009-07-13 02:59:34.000",-99.79585,29.20895,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422639.359616075,3231398.04613151,"14N"
1730641,"true","2009-07-13 03:02:31.000",-99.79138,29.20637,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423071.953956118,3231109.24373599,"14N"
1730642,"true","2009-07-13 03:04:49.000",-99.79134,29.20917,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423077.933453615,3231419.45876231,"14N"
1730643,"true","2009-07-13 03:07:20.000",-99.80037,29.2105,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422201.148585885,3231572.7740055,"14N"
1730644,"true","2009-07-13 03:08:21.000",-99.7949,29.20548,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422729.104496522,3231012.94282369,"14N"
1730645,"true","2009-07-13 03:10:12.000",-99.79457,29.20966,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422764.318719566,3231475.87170884,"14N"
1730646,"true","2009-07-13 03:14:11.000",-99.79591,29.2095,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422633.940252071,3231459.02596138,"14N"
1730647,"true","2009-07-13 03:15:33.000",-99.80041,29.20233,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422191.089183452,3230667.56004285,"14N"
1730648,"true","2009-07-13 03:17:23.000",-99.79528,29.20615,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422692.666906179,3231087.42928066,"14N"
1730649,"true","2009-07-13 03:19:45.000",-99.78544,29.21017,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423652.202234303,3231526.40774164,"14N"
1730650,"true","2009-07-13 03:23:11.000",-99.8013,29.2196,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422117.629222316,3232581.67706837,"14N"
1730651,"true","2009-07-13 03:25:29.000",-99.80815,29.2057,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421441.217295964,3231046.11175618,"14N"
1730652,"true","2009-07-13 03:27:45.000",-99.80378,29.21235,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421871.076320332,3231780.01995474,"14N"
1730653,"true","2009-07-13 03:28:33.000",-99.80039,29.2081,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422197.391513193,3231306.86583456,"14N"
1730654,"true","2009-07-13 03:31:20.000",-99.80307,29.21441,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421941.653550115,3232007.7970459,"14N"
1730655,"true","2009-07-13 03:34:28.000",-99.80218,29.21206,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422026.385114497,3231746.82390541,"14N"
1730656,"true","2009-07-13 03:36:39.000",-99.80638,29.21526,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421620.557605264,3232104.18343371,"14N"
1730657,"true","2009-07-13 03:40:25.000",-99.80451,29.2125,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421800.230395118,3231797.12614896,"14N"
1730658,"true","2009-07-13 03:45:01.000",-99.8049,29.21591,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421764.911195602,3232175.21653884,"14N"
1730659,"true","2009-07-13 03:47:42.000",-99.80788,29.21522,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421474.723299982,3232100.75398536,"14N"
1730660,"true","2009-07-13 03:51:25.000",-99.80086,29.20487,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422149.262059237,3230949.29160457,"14N"
1730661,"true","2009-07-13 04:02:49.000",-99.79761,29.20626,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422466.248071039,3231101.15376018,"14N"
1730662,"true","2009-07-13 04:04:48.000",-99.79724,29.21229,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422506.753169267,3231769.03678685,"14N"
1730663,"true","2009-07-13 04:07:20.000",-99.80278,29.20792,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421964.925097134,3231288.50795376,"14N"
1730664,"true","2009-07-13 04:09:54.000",-99.7997,29.20644,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422263.213079601,3231122.47985084,"14N"
1730665,"true","2009-07-13 04:12:13.000",-99.80048,29.2077,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422188.340507972,3231262.60525229,"14N"
1730666,"true","2009-07-13 04:14:43.000",-99.80195,29.20812,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422045.760268484,3231310.11667286,"14N"
1730667,"true","2009-07-13 04:17:31.000",-99.8058,29.20466,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421668.873641598,3230929.30903785,"14N"
1730668,"true","2009-07-13 04:23:48.000",-99.80365,29.21328,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421884.418452987,3231882.9780861,"14N"
1730669,"true","2009-07-13 04:28:50.000",-99.80162,29.20464,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422075.206753394,3230924.3116361,"14N"
1730670,"true","2009-07-13 04:32:10.000",-99.80478,29.20763,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421770.28600009,3231257.70678887,"14N"
1730671,"true","2009-07-13 04:38:40.000",-99.80243,29.20609,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421997.562603067,3231085.5102941,"14N"
1730672,"true","2009-07-13 04:39:57.000",-99.79844,29.20418,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422383.995830555,3230871.23711751,"14N"
1730673,"true","2009-07-13 04:43:58.000",-99.8005,29.21329,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422190.619679994,3231881.99394553,"14N"
1730674,"true","2009-07-13 05:17:49.000",-99.79931,29.20363,NA,"radio-transmitter","Tadarida brasiliensis",848,"Bat 4","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422299.005782982,3230810.8722601,"14N"
