"event.id","visible","timestamp","location.long","location.lat","manually.marked.outlier","sensor.type","individual.taxon.canonical.name","tag.local.identifier","individual.local.identifier","study.name","utm.easting","utm.northing","utm.zone"
1730761,"true","2009-07-14 01:16:10.000",-99.63407,29.39201,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",438475.429924709,3251585.31900743,"14N"
1730762,"true","2009-07-14 01:18:48.000",-99.62915,29.38603,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",438949.262839803,3250920.14389664,"14N"
1730763,"true","2009-07-14 01:19:08.000",-99.62443,29.384,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",439406.083444655,3250692.75862865,"14N"
1730764,"true","2009-07-14 01:24:07.000",-99.62054,29.37285,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",439777.007665626,3249455.31406843,"14N"
1730765,"true","2009-07-14 01:27:10.000",-99.61491,29.36811,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",440320.641856375,3248927.22824709,"14N"
1730766,"true","2009-07-14 01:30:24.000",-99.61713,29.36241,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",440101.842114816,3248296.79959847,"14N"
1730767,"true","2009-07-14 01:35:54.000",-99.60969,29.35873,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",440821.849624486,3247885.26209015,"14N"
1730768,"true","2009-07-14 01:39:06.000",-99.60551,29.34879,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",441221.873784373,3246781.7953227,"14N"
1730769,"true","2009-07-14 01:43:02.000",-99.60609,29.34316,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",441162.336798686,3246158.28083517,"14N"
1730770,"true","2009-07-14 01:45:25.000",-99.60203,29.34766,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",441559.046404294,3246654.84604068,"14N"
1730771,"true","2009-07-14 01:47:14.000",-99.60353,29.34792,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",441413.582581604,3246684.40497816,"14N"
1730772,"true","2009-07-14 01:49:40.000",-99.59962,29.33925,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",441788.218149675,3245721.81315263,"14N"
1730773,"true","2009-07-14 01:50:23.000",-99.59308,29.3361,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",442421.370457236,3245369.55462341,"14N"
1730774,"true","2009-07-14 01:54:53.000",-99.59462,29.33798,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",442272.917360042,3245578.61812274,"14N"
1730775,"true","2009-07-14 01:57:02.000",-99.59426,29.33622,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",442306.876652376,3245383.43222085,"14N"
1730776,"true","2009-07-14 02:01:32.000",-99.59949,29.33879,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",441800.577630987,3245670.78033967,"14N"
1730777,"true","2009-07-14 02:03:28.000",-99.60298,29.33529,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",441459.756818558,3245284.72168659,"14N"
1730778,"true","2009-07-14 02:05:38.000",-99.6003,29.3383,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",441721.661344843,3245616.89166438,"14N"
1730779,"true","2009-07-14 02:07:08.000",-99.59989,29.33842,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",441761.533947253,3245629.98341741,"14N"
1730780,"true","2009-07-14 02:08:44.000",-99.6118,29.33509,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",440603.335288613,3245267.00911892,"14N"
1730781,"true","2009-07-14 02:11:17.000",-99.60945,29.33274,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",440830.132895216,3245005.43725588,"14N"
1730782,"true","2009-07-14 02:12:35.000",-99.59651,29.33645,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",442088.563573388,3245410.02841207,"14N"
1730783,"true","2009-07-14 02:14:23.000",-99.59768,29.33414,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",441973.665318367,3245154.66007872,"14N"
1730784,"true","2009-07-14 02:17:21.000",-99.59631,29.33099,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",442104.896073717,3244804.96084745,"14N"
1730785,"true","2009-07-14 02:20:00.000",-99.58922,29.33984,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",442798.210030419,3245782.05258222,"14N"
1730786,"true","2009-07-14 02:21:35.000",-99.6006,29.32405,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",441684.428379352,3244038.13977205,"14N"
1730787,"true","2009-07-14 02:22:16.000",-99.59452,29.31786,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",442271.295182143,3243349.27308314,"14N"
1730788,"true","2009-07-14 02:24:46.000",-99.59466,29.31341,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",442255.195085412,3242856.28312797,"14N"
1730789,"true","2009-07-14 02:27:25.000",-99.5958,29.3082,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",442141.553870292,3242279.5796796,"14N"
1730790,"true","2009-07-14 02:29:32.000",-99.59878,29.30817,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",441852.142010344,3242277.73251152,"14N"
1730791,"true","2009-07-14 02:34:49.000",-99.59346,29.29682,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",442362.404600239,3241017.52625228,"14N"
1730792,"true","2009-07-14 02:36:01.000",-99.59422,29.28688,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",442283.002446007,3239916.55470579,"14N"
1730793,"true","2009-07-14 02:38:37.000",-99.59394,29.28131,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",442307.070149533,3239299.26488568,"14N"
1730794,"true","2009-07-14 02:41:28.000",-99.5915,29.27396,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",442539.974652729,3238483.69203907,"14N"
1730795,"true","2009-07-14 02:44:19.000",-99.59033,29.26604,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",442649.213255548,3237605.5908313,"14N"
1730796,"true","2009-07-14 02:45:40.000",-99.58493,29.26269,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",443171.98252736,3237231.78425382,"14N"
1730797,"true","2009-07-14 02:48:38.000",-99.58004,29.25783,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",443644.407285687,3236690.94146204,"14N"
1730798,"true","2009-07-14 02:51:26.000",-99.57358,29.2519,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",444268.845301898,3236030.81763692,"14N"
1730799,"true","2009-07-14 02:55:50.000",-99.57122,29.24168,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",444492.639837693,3234897.33840875,"14N"
1730800,"true","2009-07-14 03:00:42.000",-99.56538,29.2286,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",445053.157312007,3233445.3487002,"14N"
1730801,"true","2009-07-14 03:05:26.000",-99.5651,29.22311,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",445077.44045053,3232836.9365607,"14N"
1730802,"true","2009-07-14 03:07:36.000",-99.56107,29.21575,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",445465.227966656,3232019.58494998,"14N"
1730803,"true","2009-07-14 03:11:19.000",-99.56211,29.21289,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",445362.62314523,3231703.18691617,"14N"
1730804,"true","2009-07-14 03:15:21.000",-99.55773,29.20773,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",445785.652482613,3231129.4402478,"14N"
1730805,"true","2009-07-14 03:18:58.000",-99.55224,29.19982,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",446315.19703954,3230250.50934419,"14N"
1730806,"true","2009-07-14 03:22:58.000",-99.54659,29.19271,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",446860.79223914,3229460.17070006,"14N"
1730807,"true","2009-07-14 03:28:07.000",-99.54106,29.18473,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",447394.35255571,3228573.52033732,"14N"
1730808,"true","2009-07-14 03:32:48.000",-99.55469,29.18313,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",446068.289880483,3228402.42424665,"14N"
1730809,"true","2009-07-14 03:33:39.000",-99.54696,29.17685,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",446816.640198235,3227703.09531909,"14N"
1730810,"true","2009-07-14 03:34:08.000",-99.55207,29.1705,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",446316.459378135,3227001.85751513,"14N"
1730811,"true","2009-07-14 03:36:28.000",-99.54487,29.17811,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",447020.51071141,3227841.75555776,"14N"
1730812,"true","2009-07-14 03:38:31.000",-99.55215,29.17391,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",446310.454808767,3227379.7118101,"14N"
1730813,"true","2009-07-14 03:47:41.000",-99.54127,29.14003,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",447351.135176969,3223621.00060991,"14N"
1730814,"true","2009-07-14 03:50:50.000",-99.54407,29.13244,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",447074.889137416,3222781.31265354,"14N"
1730815,"true","2009-07-14 03:54:03.000",-99.54509,29.14063,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",446979.869141927,3223689.19383176,"14N"
1730816,"true","2009-07-14 03:56:12.000",-99.53922,29.13544,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",447548.209557641,3223111.52998935,"14N"
1730817,"true","2009-07-14 03:57:21.000",-99.53582,29.13323,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",447877.829533402,3222865.15963495,"14N"
1730818,"true","2009-07-14 03:58:59.000",-99.53496,29.12768,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",447958.692787254,3222249.86044403,"14N"
1730819,"true","2009-07-14 04:01:29.000",-99.52189,29.1196,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",449226.202174713,3221348.92135786,"14N"
1730820,"true","2009-07-14 04:04:18.000",-99.51801,29.11872,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",449603.257331579,3221249.75398991,"14N"
1730821,"true","2009-07-14 04:09:13.000",-99.5161,29.10671,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",449783.25050497,3219918.28186301,"14N"
1730822,"true","2009-07-14 04:12:35.000",-99.50458,29.10268,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",450902.254263671,3219466.91945567,"14N"
1730823,"true","2009-07-14 04:14:44.000",-99.50674,29.09279,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",450687.361327709,3218372.05571398,"14N"
1730824,"true","2009-07-14 04:16:41.000",-99.50263,29.09222,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",451087.055868112,3218307.18939719,"14N"
1730825,"true","2009-07-14 04:18:15.000",-99.50048,29.08583,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",451293.277183493,3217598.31787173,"14N"
1730826,"true","2009-07-14 04:19:17.000",-99.49484,29.0948,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",451846.342588092,3218589.83239658,"14N"
1730827,"true","2009-07-14 04:21:11.000",-99.50233,29.09528,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",451117.695813751,3218646.0983383,"14N"
1730828,"true","2009-07-14 04:24:03.000",-99.49504,29.09503,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",451826.987081043,3218615.39704452,"14N"
1730829,"true","2009-07-14 04:27:08.000",-99.49581,29.0887,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",451749.105454861,3217914.37880463,"14N"
1730830,"true","2009-07-14 04:27:45.000",-99.48582,29.08489,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",452719.577806793,3217488.20092233,"14N"
1730831,"true","2009-07-14 04:30:51.000",-99.47786,29.08022,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",453492.163907267,3216967.62203807,"14N"
1730832,"true","2009-07-14 04:34:19.000",-99.47848,29.07092,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",453427.639783177,3215937.47580552,"14N"
1730833,"true","2009-07-14 04:36:56.000",-99.47244,29.0683,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",454014.381131718,3215644.82345788,"14N"
1730834,"true","2009-07-14 04:40:18.000",-99.46999,29.05861,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",454248.580071108,3214570.27221474,"14N"
1730835,"true","2009-07-14 04:43:52.000",-99.47277,29.07117,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",453983.534581161,3215962.93265394,"14N"
1730836,"true","2009-07-14 04:46:15.000",-99.47069,29.06184,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",454181.865420361,3214928.40987032,"14N"
1730837,"true","2009-07-14 04:47:12.000",-99.46079,29.05298,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",455141.732810486,3213942.96720916,"14N"
1730838,"true","2009-07-14 04:49:30.000",-99.4615,29.05205,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",455072.20992062,3213840.19875449,"14N"
1730839,"true","2009-07-14 04:51:43.000",-99.46413,29.05941,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",454819.380234679,3214656.6490291,"14N"
1730840,"true","2009-07-14 04:59:21.000",-99.44785,29.03474,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",456393.7969423,3211917.23454814,"14N"
1730841,"true","2009-07-14 05:02:42.000",-99.44361,29.02953,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",456804.472194959,3211338.44041473,"14N"
1730842,"true","2009-07-14 05:05:57.000",-99.438,29.02499,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",457348.87321786,3210833.39799904,"14N"
1730843,"true","2009-07-14 05:09:15.000",-99.44288,29.02949,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",456875.538437725,3211333.74181595,"14N"
1730844,"true","2009-07-14 05:11:46.000",-99.43633,29.02631,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",457512.034884838,3210979.04347178,"14N"
1730845,"true","2009-07-14 05:13:11.000",-99.43396,29.01493,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",457738.18497862,3209717.36337885,"14N"
1730846,"true","2009-07-14 05:16:40.000",-99.43655,29.01642,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",457486.561636298,3209883.37496166,"14N"
1730847,"true","2009-07-14 05:21:23.000",-99.43103,29.00136,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",458018.045196973,3208212.85439427,"14N"
1730848,"true","2009-07-14 05:27:46.000",-99.42534,28.99183,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",458568.452100782,3207154.98899512,"14N"
1730849,"true","2009-07-14 05:32:36.000",-99.42725,28.97521,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",458375.747263255,3205314.28353009,"14N"
1730850,"true","2009-07-14 05:37:23.000",-99.42185,28.97338,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",458901.116921948,3205109.64458637,"14N"
1730851,"true","2009-07-14 05:39:35.000",-99.42052,28.96761,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",459028.421266324,3204469.91021692,"14N"
1730852,"true","2009-07-14 05:43:35.000",-99.41748,28.96223,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",459322.510242939,3203872.79790801,"14N"
1730853,"true","2009-07-14 05:44:41.000",-99.41078,28.9536,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",459972.016988526,3202914.37576998,"14N"
1730854,"true","2009-07-14 05:46:39.000",-99.40808,28.9455,NA,"radio-transmitter","Tadarida brasiliensis",577,"Bat 5","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",460232.023873579,3202016.04956408,"14N"
